Date,Instrument Name,Order or RfQ Received,Order or RfQ Cancelled/Withdrawn,Order or RfQ Modified,Transactions Executed, Total Value of Transactions Executed ,Median Transaction Size,Median Size of All Orders or RfQ
2019-08-13T00:00:00.000Z,Coffee Commodity CFD,1,0,0,0, -   ,,80
2019-08-13T00:00:00.000Z,Corn Commodity CFD,1,0,0,0, -   ,,1
2019-08-13T00:00:00.000Z,Natural Gas Commodity CFD,1,0,0,0, -   ,,100
2019-08-14T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-08-14T00:00:00.000Z,Silver Commodity CFD,2,0,0,0, -   ,,100
2019-08-14T00:00:00.000Z,Cannabis Index CFD,1,0,0,0, -   ,,4
2019-08-14T00:00:00.000Z,Gold Commodity CFD,1,0,0,1," 3,031.40 ",2,2
2019-08-14T00:00:00.000Z,Heating Oil Commodity CFD,1,0,0,0, -   ,,1000
2019-08-14T00:00:00.000Z,Natural Gas Commodity CFD,1,0,0,0, -   ,,100
2019-08-14T00:00:00.000Z,Silver Commodity CFD - Future,1,0,0,0, -   ,,100
2019-08-15T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-08-15T00:00:00.000Z,Gold Commodity CFD,1,0,0,0, -   ,,10
2019-08-15T00:00:00.000Z,Silver Commodity CFD,1,0,0,0, -   ,,1000
2019-08-16T00:00:00.000Z,Cocoa Commodity CFD,1,0,0,0, -   ,,1
2019-08-16T00:00:00.000Z,Natural Gas Commodity CFD,1,0,0,0, -   ,,100
2019-08-16T00:00:00.000Z,Silver Commodity CFD - Future,1,0,0,0, -   ,,100
2019-08-19T00:00:00.000Z,Silver Commodity CFD,5,0,0,1," 16,834.00 ",1000,1000
2019-08-19T00:00:00.000Z,Natural Gas Commodity CFD,2,0,0,0, -   ,,250
2019-08-19T00:00:00.000Z,Cocoa Commodity CFD,1,0,0,0, -   ,,1
2019-08-19T00:00:00.000Z,Silver Commodity CFD - Future,1,0,0,1," 11,783.80 ",700,700
2019-08-20T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-08-21T00:00:00.000Z,US Sugar Commodity CFD,2,0,0,0, -   ,,300
2019-08-22T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-08-22T00:00:00.000Z,Palladium Commodity CFD,3,0,0,0, -   ,,1
2019-08-22T00:00:00.000Z,Gold Commodity CFD,2,0,0,0, -   ,,2
2019-08-22T00:00:00.000Z,US Sugar Commodity CFD,2,0,0,0, -   ,,650
2019-08-22T00:00:00.000Z,Silver Commodity CFD,1,0,0,0, -   ,,200
2019-08-22T00:00:00.000Z,WTI Crude Oil Commodity CFD,1,0,0,0, -   ,,1000
2019-08-23T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-08-23T00:00:00.000Z,Silver Commodity CFD,3,0,0,0, -   ,,100
2019-08-23T00:00:00.000Z,Gold Commodity CFD,2,0,0,0, -   ,,4
2019-08-23T00:00:00.000Z,US Sugar Commodity CFD,1,0,0,0, -   ,,1000
2019-08-25T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-08-25T00:00:00.000Z,Gold Commodity CFD,7,0,0,0, -   ,,1
2019-08-26T00:00:00.000Z,Cotton Commodity CFD,2,0,0,1," 1,140.20 ",20,25
2019-08-26T00:00:00.000Z,Gold Commodity CFD,2,0,0,0, -   ,,1
2019-08-26T00:00:00.000Z,Silver Commodity CFD,2,0,0,0, -   ,,150
2019-08-26T00:00:00.000Z,WTI Crude Oil Commodity CFD,2,0,0,0, -   ,,20
2019-08-26T00:00:00.000Z,Platinum Commodity CFD,1,0,0,0, -   ,,20
2019-08-26T00:00:00.000Z,Gold Commodity CFD - Future,1,0,0,0, -   ,,1
2019-08-26T00:00:00.000Z,Silver Commodity CFD - Future,1,0,0,0, -   ,,100
2019-08-27T00:00:00.000Z,Gold Commodity CFD - Future,3,0,0,0, -   ,,4
2019-08-27T00:00:00.000Z,WTI Crude Oil Commodity CFD,3,0,0,0, -   ,,10
2019-08-27T00:00:00.000Z,Natural Gas Commodity CFD,1,0,0,0, -   ,,200
2019-08-28T00:00:00.000Z,Platinum Commodity CFD,4,0,0,0, -   ,,15.5
2019-08-28T00:00:00.000Z,Coffee Commodity CFD,1,0,0,0, -   ,,10
2019-08-28T00:00:00.000Z,Gold Commodity CFD,1,0,0,0, -   ,,1
2019-08-28T00:00:00.000Z,Gold Commodity CFD - Future,1,0,0,0, -   ,,1
2019-08-28T00:00:00.000Z,WTI Crude Oil Commodity CFD,1,0,0,0, -   ,,10
2019-08-29T00:00:00.000Z,Natural Gas Commodity CFD,4,0,0,0, -   ,,5250
2019-08-29T00:00:00.000Z,Gold Commodity CFD,2,0,0,0, -   ,,1.5
2019-08-29T00:00:00.000Z,Coffee Commodity CFD,1,0,0,0, -   ,,80
2019-08-29T00:00:00.000Z,WTI Crude Oil Commodity CFD,1,0,0,0, -   ,,10
2019-08-30T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-08-30T00:00:00.000Z,Natural Gas Commodity CFD,3,0,0,0, -   ,,100
2019-08-30T00:00:00.000Z,Brent Oil Commodity CFD,2,0,0,0, -   ,,30
2019-08-30T00:00:00.000Z,Cocoa Commodity CFD,2,0,0,0, -   ,,10.5
2019-08-30T00:00:00.000Z,Palladium Commodity CFD,2,0,0,0, -   ,,3.5
2019-08-30T00:00:00.000Z,Gold Commodity CFD,1,0,0,0, -   ,,1
2019-09-02T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-09-02T00:00:00.000Z,Natural Gas Commodity CFD,1,0,0,0, -   ,,100
2019-09-02T00:00:00.000Z,Silver Commodity CFD,1,0,0,0, -   ,,500
2019-09-03T00:00:00.000Z,Wheat Commodity CFD,60,0,0,0, -   ,,1
2019-09-03T00:00:00.000Z,WTI Crude Oil Commodity CFD,39,0,0,0, -   ,,100
2019-09-03T00:00:00.000Z,Copper High Grade Commodity CFD,28,0,0,0, -   ,,100
2019-09-03T00:00:00.000Z,Natural Gas Commodity CFD,7,0,0,0, -   ,,400
2019-09-03T00:00:00.000Z,Gold Commodity CFD,2,0,0,0, -   ,,5.5
2019-09-03T00:00:00.000Z,Brent Oil Commodity CFD,2,0,0,0, -   ,,145
2019-09-03T00:00:00.000Z,Gold Commodity CFD - Future,2,0,0,0, -   ,,4
2019-09-03T00:00:00.000Z,Coffee Commodity CFD,1,0,0,0, -   ,,20
2019-09-03T00:00:00.000Z,Heating Oil Commodity CFD,1,0,0,0, -   ,,3000
2019-09-04T00:00:00.000Z,Gold Commodity CFD,36,0,0,2," 110,328.66 ",35.5,1
2019-09-04T00:00:00.000Z,WTI Crude Oil Commodity CFD,9,0,0,0, -   ,,20
2019-09-04T00:00:00.000Z,Brent Oil Commodity CFD,8,0,0,0, -   ,,40
2019-09-04T00:00:00.000Z,Natural Gas Commodity CFD,5,0,0,0, -   ,,1000
2019-09-04T00:00:00.000Z,Silver Commodity CFD,4,0,0,0, -   ,,600
2019-09-04T00:00:00.000Z,Cocoa Commodity CFD,2,0,0,0, -   ,,15.5
2019-09-04T00:00:00.000Z,Gold Commodity CFD - Future,1,0,0,0, -   ,,5
2019-09-05T00:00:00.000Z,Gold Commodity CFD,75,0,0,2," 109,397.50 ",36,1
2019-09-05T00:00:00.000Z,Silver Commodity CFD,4,0,0,1," 1,867.00 ",100,100
2019-09-05T00:00:00.000Z,Coffee Commodity CFD,2,0,0,0, -   ,,175
2019-09-05T00:00:00.000Z,Silver Commodity CFD - Future,2,0,0,0, -   ,,100
2019-09-05T00:00:00.000Z,Cocoa Commodity CFD,1,0,0,0, -   ,,2
2019-09-05T00:00:00.000Z,Palladium Commodity CFD,1,0,0,0, -   ,,1
2019-09-05T00:00:00.000Z,Platinum Commodity CFD,1,0,0,0, -   ,,1
2019-09-06T00:00:00.000Z,Platinum Commodity CFD,19,0,0,0, -   ,,1
2019-09-06T00:00:00.000Z,Wheat Commodity CFD,14,0,0,0, -   ,,1
2019-09-06T00:00:00.000Z,Gold Commodity CFD,5,0,0,0, -   ,,1
2019-09-06T00:00:00.000Z,Silver Commodity CFD,3,0,0,0, -   ,,100
2019-09-06T00:00:00.000Z,Palladium Commodity CFD,2,0,0,0, -   ,,3.5
2019-09-06T00:00:00.000Z,Brent Oil Commodity CFD,1,0,0,0, -   ,,10
2019-09-06T00:00:00.000Z,Cocoa Commodity CFD,1,0,0,0, -   ,,30
2019-09-06T00:00:00.000Z,Coffee Commodity CFD,1,0,0,0, -   ,,90
2019-09-06T00:00:00.000Z,Corn Commodity CFD,1,0,0,0, -   ,,1
2019-09-06T00:00:00.000Z,Heating Oil Commodity CFD,1,0,0,0, -   ,,4000
2019-09-06T00:00:00.000Z,Natural Gas Commodity CFD,1,0,0,0, -   ,,100
2019-09-06T00:00:00.000Z,WTI Crude Oil Commodity CFD,1,0,0,0, -   ,,1000
2019-09-09T00:00:00.000Z,Platinum Commodity CFD,14,0,0,0, -   ,,1
2019-09-09T00:00:00.000Z,Coffee Commodity CFD,3,0,0,0, -   ,,500
2019-09-09T00:00:00.000Z,Gold Commodity CFD,3,0,0,0, -   ,,1
2019-09-09T00:00:00.000Z,Natural Gas Commodity CFD,3,0,0,0, -   ,,100
2019-09-09T00:00:00.000Z,Corn Commodity CFD,2,0,0,0, -   ,,78
2019-09-09T00:00:00.000Z,Wheat Commodity CFD,2,0,0,0, -   ,,1
2019-09-09T00:00:00.000Z,Palladium Commodity CFD,1,0,0,0, -   ,,10
2019-09-09T00:00:00.000Z,US Soybean Commodity CFD,1,0,0,0, -   ,,5
2019-09-10T00:00:00.000Z,Platinum Commodity CFD,41,0,0,0, -   ,,1
2019-09-10T00:00:00.000Z,Wheat Commodity CFD,15,0,0,0, -   ,,1
2019-09-10T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-09-10T00:00:00.000Z,Gold Commodity CFD,10,0,0,1," 1,490.00 ",1,1
2019-09-10T00:00:00.000Z,Palladium Commodity CFD,5,0,0,0, -   ,,3
2019-09-10T00:00:00.000Z,Coffee Commodity CFD,4,0,0,0, -   ,,10
2019-09-10T00:00:00.000Z,WTI Crude Oil Commodity CFD,3,0,0,0, -   ,,10
2019-09-10T00:00:00.000Z,Natural Gas Commodity CFD,2,0,0,0, -   ,,550
2019-09-10T00:00:00.000Z,Silver Commodity CFD,2,0,0,0, -   ,,100
2019-09-10T00:00:00.000Z,Cocoa Commodity CFD,1,0,0,0, -   ,,1
2019-09-10T00:00:00.000Z,Corn Commodity CFD,1,0,0,0, -   ,,5
2019-09-11T00:00:00.000Z,Wheat Commodity CFD,14,0,0,0, -   ,,1
2019-09-11T00:00:00.000Z,Palladium Commodity CFD,7,0,0,1," 3,140.00 ",2,2
2019-09-11T00:00:00.000Z,Coffee Commodity CFD,4,0,0,0, -   ,,10
2019-09-11T00:00:00.000Z,Gold Commodity CFD,4,0,0,0, -   ,,1.5
2019-09-11T00:00:00.000Z,Natural Gas Commodity CFD,3,0,0,0, -   ,,300
2019-09-11T00:00:00.000Z,WTI Crude Oil Commodity CFD,1,0,0,0, -   ,,30
2019-09-12T00:00:00.000Z,Wheat Commodity CFD,27,0,0,0, -   ,,1
2019-09-12T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-09-12T00:00:00.000Z,WTI Crude Oil Commodity CFD,13,0,0,0, -   ,,10
2019-09-12T00:00:00.000Z,Gold Commodity CFD,12,0,0,0, -   ,,1
2019-09-12T00:00:00.000Z,Palladium Commodity CFD,4,0,0,2," 4,725.00 ",1.5,2
2019-09-12T00:00:00.000Z,Brent Oil Commodity CFD,3,0,0,0, -   ,,10
2019-09-12T00:00:00.000Z,Coffee Commodity CFD,3,0,0,0, -   ,,10
2019-09-12T00:00:00.000Z,Natural Gas Commodity CFD,3,0,0,0, -   ,,100
2019-09-12T00:00:00.000Z,Cocoa Commodity CFD,2,0,0,0, -   ,,3
2019-09-12T00:00:00.000Z,Silver Commodity CFD,2,0,0,0, -   ,,300
2019-09-12T00:00:00.000Z,Cotton Commodity CFD,1,0,0,0, -   ,,40
2019-09-12T00:00:00.000Z,Platinum Commodity CFD,1,0,0,0, -   ,,1
2019-09-13T00:00:00.000Z,WTI Crude Oil Commodity CFD,17,0,0,1, 548.60 ,10,10
2019-09-13T00:00:00.000Z,Platinum Commodity CFD,15,0,0,0, -   ,,1
2019-09-13T00:00:00.000Z,Wheat Commodity CFD,13,0,0,0, -   ,,1
2019-09-13T00:00:00.000Z,Gold Commodity CFD,4,0,0,1," 1,506.81 ",1,1
2019-09-13T00:00:00.000Z,Brent Oil Commodity CFD,3,0,0,0, -   ,,10
2019-09-13T00:00:00.000Z,Coffee Commodity CFD,1,0,0,0, -   ,,100
2019-09-13T00:00:00.000Z,Cotton Commodity CFD,1,0,0,0, -   ,,120
2019-09-13T00:00:00.000Z,Silver Commodity CFD,1,0,0,0, -   ,,1000
2019-09-15T00:00:00.000Z,WTI Crude Oil Commodity CFD,6,0,0,2," 18,864.00 ",150,150
2019-09-15T00:00:00.000Z,Natural Gas Commodity CFD,1,0,0,0, -   ,,500
2019-09-16T00:00:00.000Z,WTI Crude Oil Commodity CFD,38,0,0,9," 43,689.10 ",50,45
2019-09-16T00:00:00.000Z,Copper High Grade Commodity CFD,29,0,0,0, -   ,,100
2019-09-16T00:00:00.000Z,Platinum Commodity CFD,23,0,0,0, -   ,,1
2019-09-16T00:00:00.000Z,Natural Gas Commodity CFD,9,0,0,0, -   ,,100
2019-09-16T00:00:00.000Z,Brent Oil Commodity CFD,7,0,0,1," 2,067.90 ",30,50
2019-09-16T00:00:00.000Z,Gold Commodity CFD,4,0,0,1," 1,502.37 ",1,1
2019-09-16T00:00:00.000Z,Coffee Commodity CFD,3,0,0,1," 3,127.50 ",30,30
2019-09-16T00:00:00.000Z,Heating Oil Commodity CFD,3,0,0,1," 1,779.00 ",1000,2000
2019-09-16T00:00:00.000Z,Silver Commodity CFD,3,0,0,2," 5,349.60 ",150,200
2019-09-16T00:00:00.000Z,Cocoa Commodity CFD,2,0,0,0, -   ,,3
2019-09-17T00:00:00.000Z,WTI Crude Oil Commodity CFD,87,0,0,19," 217,497.00 ",100,30
2019-09-17T00:00:00.000Z,Brent Oil Commodity CFD,14,0,0,0, -   ,,15
2019-09-17T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-09-17T00:00:00.000Z,Wheat Commodity CFD,12,0,0,0, -   ,,1.5
2019-09-17T00:00:00.000Z,Heating Oil Commodity CFD,8,0,0,2," 7,029.60 ",2000,1000
2019-09-17T00:00:00.000Z,Coffee Commodity CFD,6,0,0,0, -   ,,75
2019-09-17T00:00:00.000Z,Natural Gas Commodity CFD,5,0,0,0, -   ,,100
2019-09-17T00:00:00.000Z,Gold Commodity CFD,2,0,0,0, -   ,,1
2019-09-17T00:00:00.000Z,Gold Commodity CFD - Future,2,0,0,0, -   ,,2
2019-09-17T00:00:00.000Z,Cocoa Commodity CFD,1,0,0,0, -   ,,3
2019-09-17T00:00:00.000Z,Palladium Commodity CFD,1,0,0,0, -   ,,3
2019-09-18T00:00:00.000Z,Platinum Commodity CFD,25,0,0,0, -   ,,1
2019-09-18T00:00:00.000Z,Natural Gas Commodity CFD,23,0,0,0, -   ,,200
2019-09-18T00:00:00.000Z,Gold Commodity CFD,16,0,0,2," 2,985.77 ",1,1
2019-09-18T00:00:00.000Z,WTI Crude Oil Commodity CFD,14,0,0,1," 2,964.00 ",50,15
2019-09-18T00:00:00.000Z,Cocoa Commodity CFD,3,0,0,1," 7,173.00 ",3,1
2019-09-18T00:00:00.000Z,Coffee Commodity CFD,3,0,0,0, -   ,,10
2019-09-18T00:00:00.000Z,Wheat Commodity CFD,2,0,0,0, -   ,,1.5
2019-09-18T00:00:00.000Z,Brent Oil Commodity CFD,1,0,0,0, -   ,,200
2019-09-18T00:00:00.000Z,Silver Commodity CFD,1,0,0,1," 3,501.60 ",200,200
2019-09-19T00:00:00.000Z,WTI Crude Oil Commodity CFD,33,0,0,2," 4,710.60 ",40,20
2019-09-19T00:00:00.000Z,Natural Gas Commodity CFD,32,0,0,0, -   ,,150
2019-09-19T00:00:00.000Z,Gold Commodity CFD,14,0,0,0, -   ,,2
2019-09-19T00:00:00.000Z,Wheat Commodity CFD,13,0,0,0, -   ,,1
2019-09-19T00:00:00.000Z,Palladium Commodity CFD,12,0,0,0, -   ,,5.5
2019-09-19T00:00:00.000Z,Brent Oil Commodity CFD,5,0,0,0, -   ,,20
2019-09-19T00:00:00.000Z,Cocoa Commodity CFD,2,0,0,0, -   ,,1
2019-09-19T00:00:00.000Z,Coffee Commodity CFD,2,0,0,0, -   ,,30
2019-09-20T00:00:00.000Z,Copper High Grade Commodity CFD,14,0,0,0, -   ,,100
2019-09-20T00:00:00.000Z,WTI Crude Oil Commodity CFD,13,0,0,1," 11,830.00 ",200,200
2019-09-20T00:00:00.000Z,Gold Commodity CFD,10,0,0,0, -   ,,4
2019-09-20T00:00:00.000Z,Natural Gas Commodity CFD,9,0,0,1, 505.60 ,200,200
2019-09-20T00:00:00.000Z,Cocoa Commodity CFD,1,0,0,0, -   ,,1
2019-09-20T00:00:00.000Z,Coffee Commodity CFD,1,0,0,0, -   ,,10
2019-09-20T00:00:00.000Z,Palladium Commodity CFD,1,0,0,0, -   ,,10
2019-09-20T00:00:00.000Z,Platinum Commodity CFD,1,0,0,0, -   ,,1
2019-09-20T00:00:00.000Z,Silver Commodity CFD,1,0,0,0, -   ,,100
2019-09-20T00:00:00.000Z,US Sugar Commodity CFD,1,0,0,0, -   ,,1200
2019-09-22T00:00:00.000Z,WTI Crude Oil Commodity CFD,9,0,0,2," 8,869.50 ",75,150
2019-09-22T00:00:00.000Z,Gold Commodity CFD,1,0,0,0, -   ,,3
2019-09-23T00:00:00.000Z,WTI Crude Oil Commodity CFD,33,0,0,10," 27,525.10 ",45,40
2019-09-23T00:00:00.000Z,Platinum Commodity CFD,15,0,0,0, -   ,,1
2019-09-23T00:00:00.000Z,Brent Oil Commodity CFD,10,0,0,3," 5,164.70 ",30,30
2019-09-23T00:00:00.000Z,Gold Commodity CFD,10,0,0,0, -   ,,1
2019-09-23T00:00:00.000Z,Wheat Commodity CFD,10,0,0,0, -   ,,1.5
2019-09-23T00:00:00.000Z,Natural Gas Commodity CFD,8,0,0,0, -   ,,100
2019-09-23T00:00:00.000Z,Silver Commodity CFD,5,0,0,1," 1,835.60 ",100,100
2019-09-23T00:00:00.000Z,US Sugar Commodity CFD,4,0,0,0, -   ,,300
2019-09-23T00:00:00.000Z,Cocoa Commodity CFD,2,0,0,0, -   ,,11
2019-09-23T00:00:00.000Z,Coffee Commodity CFD,2,0,0,0, -   ,,525
2019-09-23T00:00:00.000Z,Silver Commodity CFD - Future,2,0,0,0, -   ,,250
2019-09-23T00:00:00.000Z,Gold Commodity CFD - Future,1,0,0,0, -   ,,1
2019-09-23T00:00:00.000Z,Heating Oil Commodity CFD,1,0,0,0, -   ,,2000
2019-09-23T00:00:00.000Z,Palladium Commodity CFD,1,0,0,0, -   ,,1
2019-09-24T00:00:00.000Z,WTI Crude Oil Commodity CFD,79,0,0,8," 16,723.20 ",35,30
2019-09-24T00:00:00.000Z,Gold Commodity CFD,44,0,0,5," 21,450.91 ",2,2
2019-09-24T00:00:00.000Z,Natural Gas Commodity CFD,37,0,0,3," 8,411.80 ",900,200
2019-09-24T00:00:00.000Z,Brent Oil Commodity CFD,18,0,0,0, -   ,,40
2019-09-24T00:00:00.000Z,Platinum Commodity CFD,15,0,0,0, -   ,,1
2019-09-24T00:00:00.000Z,Wheat Commodity CFD,11,0,0,0, -   ,,2
2019-09-24T00:00:00.000Z,US Sugar Commodity CFD,8,0,0,1," 5,675.00 ",500,200
2019-09-24T00:00:00.000Z,Cotton Commodity CFD,4,0,0,0, -   ,,20
2019-09-24T00:00:00.000Z,Silver Commodity CFD,3,0,0,0, -   ,,200
2019-09-24T00:00:00.000Z,Cocoa Commodity CFD,2,0,0,0, -   ,,2
2019-09-24T00:00:00.000Z,Heating Oil Commodity CFD,2,0,0,0, -   ,,1500
2019-09-24T00:00:00.000Z,Gold Commodity CFD - Future,1,0,0,0, -   ,,9
2019-09-24T00:00:00.000Z,Silver Commodity CFD - Future,1,0,0,0, -   ,,100
2019-09-25T00:00:00.000Z,Gold Commodity CFD,122,0,0,14," 56,001.04 ",1.5,2
2019-09-25T00:00:00.000Z,WTI Crude Oil Commodity CFD,56,0,0,5," 195,185.50 ",850,10
2019-09-25T00:00:00.000Z,Platinum Commodity CFD,43,0,0,0, -   ,,1
2019-09-25T00:00:00.000Z,Natural Gas Commodity CFD,21,0,0,2," 1,999.20 ",400,100
2019-09-25T00:00:00.000Z,Copper High Grade Commodity CFD,15,0,0,0, -   ,,100
2019-09-25T00:00:00.000Z,Silver Commodity CFD,13,0,0,8," 519,506.00 ",3500,1000
2019-09-25T00:00:00.000Z,Brent Oil Commodity CFD,6,0,0,0, -   ,,10
2019-09-25T00:00:00.000Z,Coffee Commodity CFD,4,0,0,0, -   ,,20
2019-09-25T00:00:00.000Z,Cocoa Commodity CFD,3,0,0,0, -   ,,1
2019-09-25T00:00:00.000Z,Cotton Commodity CFD,2,0,0,0, -   ,,20
2019-09-25T00:00:00.000Z,Heating Oil Commodity CFD,2,0,0,0, -   ,,3500
2019-09-25T00:00:00.000Z,Palladium Commodity CFD,2,0,0,0, -   ,,1
2019-09-25T00:00:00.000Z,Wheat Commodity CFD,2,0,0,0, -   ,,1
2019-09-26T00:00:00.000Z,WTI Crude Oil Commodity CFD,410,0,0,346," 2,818,658.90 ",30,30
2019-09-26T00:00:00.000Z,Gold Commodity CFD,408,0,0,337," 2,926,516.88 ",2,2
2019-09-26T00:00:00.000Z,Brent Oil Commodity CFD,122,0,0,109," 533,084.70 ",10,10
2019-09-26T00:00:00.000Z,Natural Gas Commodity CFD,100,0,0,45," 66,965.40 ",200,200
2019-09-26T00:00:00.000Z,Palladium Commodity CFD,20,0,0,13," 526,407.50 ",2,1
2019-09-26T00:00:00.000Z,Heating Oil Commodity CFD,16,0,0,15," 86,608.30 ",3000,3000
2019-09-26T00:00:00.000Z,Silver Commodity CFD,13,0,0,8," 37,495.50 ",100,100
2019-09-26T00:00:00.000Z,Platinum Commodity CFD,12,0,0,11," 21,527.40 ",2,2
2019-09-26T00:00:00.000Z,Coffee Commodity CFD,9,0,0,7," 40,228.00 ",50,50
2019-09-26T00:00:00.000Z,Copper High Grade Commodity CFD,7,0,0,5," 9,754.80 ",400,400
2019-09-26T00:00:00.000Z,Cocoa Commodity CFD,5,0,0,4," 303,826.00 ",21.5,23
2019-09-26T00:00:00.000Z,Cotton Commodity CFD,5,0,0,4," 18,042.50 ",75,50
2019-09-26T00:00:00.000Z,US Sugar Commodity CFD,3,0,0,2," 2,325.00 ",100,100
2019-09-26T00:00:00.000Z,Corn Commodity CFD,2,0,0,2," 2,234.75 ",3,3
2019-09-26T00:00:00.000Z,Wheat Commodity CFD,2,0,0,2, 966.75 ,1,1
2019-09-26T00:00:00.000Z,US Soybean Commodity CFD,1,0,0,1, 888.75 ,1,1
2019-09-27T00:00:00.000Z,WTI Crude Oil Commodity CFD,1725,0,0,1714," 18,640,627.90 ",40,40
2019-09-27T00:00:00.000Z,Gold Commodity CFD,1603,0,0,1554," 17,365,411.30 ",2,2
2019-09-27T00:00:00.000Z,Brent Oil Commodity CFD,538,0,0,524," 1,780,759.80 ",10,10
2019-09-27T00:00:00.000Z,Natural Gas Commodity CFD,137,0,0,127," 634,053.60 ",500,400
2019-09-27T00:00:00.000Z,Silver Commodity CFD,79,0,0,77," 481,431.40 ",200,200
2019-09-27T00:00:00.000Z,Heating Oil Commodity CFD,52,0,0,50," 516,083.60 ",1000,1000
2019-09-27T00:00:00.000Z,Platinum Commodity CFD,52,0,0,43," 389,181.00 ",2,2
2019-09-27T00:00:00.000Z,Palladium Commodity CFD,42,0,0,41," 1,209,543.70 ",2,2
2019-09-27T00:00:00.000Z,Coffee Commodity CFD,16,0,0,14," 119,954.20 ",10,30
2019-09-27T00:00:00.000Z,Wheat Commodity CFD,17,0,0,16," 18,541.75 ",1.5,1
2019-09-27T00:00:00.000Z,Cotton Commodity CFD,14,0,0,14," 30,581.70 ",30,30
2019-09-27T00:00:00.000Z,US Sugar Commodity CFD,16,0,0,16," 87,658.00 ",500,500
2019-09-27T00:00:00.000Z,Cocoa Commodity CFD,10,0,0,11," 134,739.00 ",1,1
2019-09-27T00:00:00.000Z,Copper High Grade Commodity CFD,10,0,0,7," 12,618.46 ",500,200
2019-09-27T00:00:00.000Z,Corn Commodity CFD,1,0,0,1, 371.00 ,1,1
2019-09-27T00:00:00.000Z,Gold Commodity CFD - Future,1,0,0,0, -   ,,5
2019-09-27T00:00:00.000Z,Silver Commodity CFD - Future,1,0,0,0, -   ,,100
2019-09-27T00:00:00.000Z,US Soybean Commodity CFD,1,0,0,1," 1,765.50 ",2,2
2019-09-29T00:00:00.000Z,Gold Commodity CFD,84,0,0,84," 895,194.89 ",2,2
2019-09-29T00:00:00.000Z,WTI Crude Oil Commodity CFD,60,0,0,60," 1,018,492.00 ",40,40
2019-09-29T00:00:00.000Z,Natural Gas Commodity CFD,13,0,0,13," 19,800.20 ",100,100
2019-09-29T00:00:00.000Z,Silver Commodity CFD,3,0,0,4," 17,591.30 ",200,200
2019-09-29T00:00:00.000Z,Platinum Commodity CFD,2,0,0,2," 2,819.10 ",1.5,1.5
2019-09-29T00:00:00.000Z,Copper High Grade Commodity CFD,1,0,0,1, 519.80 ,200,200
2019-09-29T00:00:00.000Z,Palladium Commodity CFD,1,0,0,1," 1,655.20 ",1,1
2019-09-29T00:00:00.000Z,Heating Oil Commodity CFD,1,0,0,1," 16,147.00 ",10000,10000
2019-09-30T00:00:00.000Z,Gold Commodity CFD,2524,0,0,2521," 29,417,718.81 ",2,2
2019-09-30T00:00:00.000Z,WTI Crude Oil Commodity CFD,1767,0,0,1762," 12,946,987.90 ",20,20
2019-09-30T00:00:00.000Z,Brent Oil Commodity CFD,376,0,0,374," 2,560,939.90 ",10,10
2019-09-30T00:00:00.000Z,Platinum Commodity CFD,230,0,0,226," 695,999.60 ",1,1
2019-09-30T00:00:00.000Z,Natural Gas Commodity CFD,159,0,0,157," 849,997.60 ",200,200
2019-09-30T00:00:00.000Z,Silver Commodity CFD,96,0,0,97," 779,781.20 ",100,100
2019-09-30T00:00:00.000Z,Wheat Commodity CFD,96,0,0,100," 107,406.00 ",1,1
2019-09-30T00:00:00.000Z,Palladium Commodity CFD,69,0,0,69," 2,147,606.05 ",1,1
2019-09-30T00:00:00.000Z,US Sugar Commodity CFD,62,0,0,63," 308,345.00 ",200,200
2019-09-30T00:00:00.000Z,Copper High Grade Commodity CFD,44,0,0,43," 28,591.05 ",100,100
2019-09-30T00:00:00.000Z,Heating Oil Commodity CFD,34,0,0,35," 247,703.30 ",1000,1000
2019-09-30T00:00:00.000Z,Coffee Commodity CFD,25,0,0,25," 709,553.50 ",90,90
2019-09-30T00:00:00.000Z,Cocoa Commodity CFD,17,0,0,18," 268,507.00 ",2,1
2019-09-30T00:00:00.000Z,US Soybean Commodity CFD,9,0,0,8," 10,765.50 ",1,1
2019-09-30T00:00:00.000Z,Corn Commodity CFD,6,0,0,6," 5,365.00 ",1,1
2019-09-30T00:00:00.000Z,Cotton Commodity CFD,7,0,0,7," 18,820.40 ",50,50
2019-10-01T00:00:00.000Z,Gold Commodity CFD,2670,0,0,2667," 25,364,925.18 ",2,2
